"Subscriber_ID","recency","frequency","monetary","r_score","f_score","m_score","total_score","segment"
SUB3054,261,2,912.3,2,2,1,5,Hibernation
SUB1401,261,2,13052.36,2,2,3,7,At risk
SUB2045,261,2,1302.88,2,2,1,5,Hibernation
SUB2700,261,3,3531076.99,2,3,4,9,Loyal
SUB1284,261,2,3564.77,2,2,2,6,At risk
SUB3187,261,2,8988.09,2,2,3,7,At risk
SUB1453,260,4,2218560.19,2,4,4,10,Loyal
SUB4807,260,2,16179.9,2,2,4,8,At risk
SUB2459,260,2,934.41,2,2,1,5,Hibernation
SUB1303,260,2,5752.26,2,2,2,6,At risk
SUB2486,259,1,4156.91,2,1,2,5,Hibernation
SUB3644,259,3,2887.89,2,3,1,6,At risk
SUB1249,259,2,6979.21,2,2,2,6,At risk
SUB2825,259,5,15516.34,2,4,3,9,Loyal
SUB4788,259,2,11976.54,2,2,3,7,At risk
SUB3500,259,2,2596.29,2,2,1,5,Hibernation
SUB2430,259,3,10834.04,2,3,3,8,At risk
SUB4191,259,3,1848765.43,2,3,4,9,Loyal
SUB4772,258,3,7508.85,2,3,2,7,At risk
SUB3250,258,1,120.09,2,1,1,4,Hibernation
SUB1419,258,5,20078.99,2,4,4,10,Loyal
SUB3061,258,1,1014.19,2,1,1,4,Hibernation
SUB2614,258,3,17320.0,2,3,4,9,Loyal
SUB4217,258,2,10899.28,2,2,3,7,At risk
SUB3978,258,2,3682.02,2,2,2,6,At risk
SUB3592,258,4,4772.51,2,4,2,8,At risk
SUB1911,258,1,1017.83,2,1,1,4,Hibernation
SUB3865,258,1,1840.19,2,1,1,4,Hibernation
SUB2329,257,4,2425752.42,2,4,4,10,Loyal
SUB4083,257,1,1282.03,2,1,1,4,Hibernation
SUB4131,257,3,1605924.82,2,3,4,9,Loyal
SUB1197,257,3,20587.1,2,3,4,9,Loyal
SUB4387,257,3,1948.91,2,4,1,7,At risk
SUB1509,257,2,3465.04,2,2,2,6,At risk
SUB2875,257,2,3749.79,2,2,2,6,At risk
SUB2529,257,3,6778.17,2,3,2,7,At risk
SUB2719,257,1,2720.75,2,1,1,4,Hibernation
SUB1052,257,3,6195.18,2,3,2,7,At risk
SUB2284,257,1,13624.31,2,1,3,6,At risk
SUB4118,256,3,7099.85,2,3,2,7,At risk
SUB4874,256,2,4204.03,2,2,2,6,At risk
SUB1907,256,3,4974.15,2,3,2,7,At risk
SUB3374,256,1,4276.98,2,1,2,5,Hibernation
SUB3062,256,1,4203.9,2,1,2,5,Hibernation
SUB2774,256,1,838.3,2,1,1,4,Hibernation
SUB2159,256,2,2995.6,2,2,1,5,Hibernation
SUB4261,256,3,21450.59,2,3,4,9,Loyal
SUB1832,256,7,22309.6,2,4,4,10,Loyal
SUB4904,255,2,1285.94,2,2,1,5,Hibernation
SUB3079,255,3,15979.95,2,3,3,8,At risk
SUB4009,255,3,3507.94,2,3,2,7,At risk
SUB2178,255,2,6449.53,2,2,2,6,At risk
SUB3535,255,1,1674.05,2,1,1,4,Hibernation
SUB1984,255,2,5340.04,2,2,2,6,At risk
SUB4146,255,2,6767.64,2,2,2,6,At risk
SUB2687,255,5,8875.36,2,4,3,9,Loyal
SUB2788,254,2,1173.32,2,2,1,5,Hibernation
SUB4228,254,4,11380.03,2,4,3,9,Loyal
SUB2922,254,4,9882.19,2,4,3,9,Loyal
SUB1869,254,1,7748.6,2,1,2,5,Hibernation
SUB3253,254,2,24982.65,2,3,4,9,Loyal
SUB4519,254,1,20203.01,2,1,4,7,At risk
SUB3002,254,2,597428.2,2,3,4,9,Loyal
SUB2908,254,2,199962.61,2,3,4,9,Loyal
SUB2598,254,3,3855.06,2,3,2,7,At risk
SUB4930,254,3,30143.34,2,3,4,9,Loyal
SUB3605,253,3,5166.19,2,3,2,7,At risk
SUB2145,253,1,5397.6,2,1,2,5,Hibernation
SUB1996,253,3,2475.77,2,3,1,6,At risk
SUB2752,253,3,3812.81,2,3,2,7,At risk
SUB1214,253,2,2011.66,2,2,1,5,Hibernation
SUB2197,253,3,3938.67,2,3,2,7,At risk
SUB4040,253,2,6728.01,2,2,2,6,At risk
SUB4119,253,4,374635.27,2,4,4,10,Loyal
SUB2677,253,2,4415.18,2,2,2,6,At risk
SUB2784,252,1,1370771.02,2,1,4,7,At risk
SUB2103,252,2,21567.73,2,3,4,9,Loyal
SUB2352,252,1,2795.84,2,1,1,4,Hibernation
SUB3407,252,2,368580.02,2,3,4,9,Loyal
SUB2845,252,3,6597.2,2,3,2,7,At risk
SUB2907,252,1,8230.71,2,1,2,5,Hibernation
SUB2809,252,3,7481.97,2,3,2,7,At risk
SUB1871,251,2,2674.96,2,2,1,5,Hibernation
SUB4135,251,1,482.54,2,1,1,4,Hibernation
SUB2811,251,3,8339.3,2,3,2,7,At risk
SUB4983,251,3,10853.37,2,4,3,9,Loyal
SUB1785,251,2,12455.87,2,2,3,7,At risk
SUB4616,251,2,4780.92,2,2,2,6,At risk
SUB1494,251,1,7314.81,2,1,2,5,Hibernation
SUB4161,251,3,7988.24,2,3,2,7,At risk
SUB1001,251,3,29504.59,2,3,4,9,Loyal
SUB4497,251,4,22380.09,2,4,4,10,Loyal
SUB4110,251,1,7516.89,2,1,2,5,Hibernation
SUB2203,251,3,1295.01,2,3,1,6,At risk
SUB4990,251,7,15229.7,2,4,3,9,Loyal
SUB4831,250,2,3143.18,2,2,1,5,Hibernation
SUB2764,250,2,3428.27,2,2,2,6,At risk
SUB2501,250,1,9320.25,2,1,3,6,At risk
SUB1244,250,2,512.57,2,2,1,5,Hibernation
SUB4699,250,4,9649.04,2,4,3,9,Loyal
SUB4482,250,2,9151.14,2,2,3,7,At risk
SUB3497,250,3,20174.55,2,3,4,9,Loyal
SUB4960,250,2,14865.42,2,2,3,7,At risk
SUB1436,249,3,10609.7,2,3,3,8,At risk
SUB4194,249,3,1751.98,2,3,1,6,At risk
SUB4845,249,1,1796.03,2,1,1,4,Hibernation
SUB4738,249,2,9752.6,2,2,3,7,At risk
SUB2391,249,3,15711.98,2,3,3,8,At risk
SUB1250,249,1,5088.44,2,1,2,5,Hibernation
SUB2860,249,3,5350.17,2,3,2,7,At risk
SUB4601,249,1,162.63,2,1,1,4,Hibernation
SUB4232,248,2,7760.87,2,2,2,6,At risk
SUB2070,248,3,20146.47,2,3,4,9,Loyal
SUB2172,248,2,8477.3,2,1,3,6,At risk
SUB4120,248,2,2626.23,2,2,1,5,Hibernation
SUB4343,248,2,3474.95,2,2,2,6,At risk
SUB2588,248,3,911.92,2,3,1,6,At risk
SUB3806,248,3,6308.31,2,3,2,7,At risk
SUB4420,248,3,10159.38,2,3,3,8,At risk
SUB3842,248,2,7526.42,2,2,2,6,At risk
SUB3242,247,4,10125.44,2,4,3,9,Loyal
SUB2713,247,4,8164.05,2,4,2,8,At risk
SUB1958,247,2,5265.81,2,2,2,6,At risk
SUB2988,247,4,17136.22,2,4,4,10,Loyal
SUB1701,247,6,30713.57,2,4,4,10,Loyal
SUB3493,247,1,138538.78,2,1,4,7,At risk
SUB1187,246,5,7390.25,2,4,2,8,At risk
SUB2746,246,3,6151.81,2,3,2,7,At risk
SUB3239,246,2,10989.61,2,2,3,7,At risk
SUB2931,246,4,27458.89,2,4,4,10,Loyal
SUB2574,246,3,7599.26,2,3,2,7,At risk
SUB1762,246,4,32107.77,2,4,4,10,Loyal
SUB1822,246,2,15951.49,2,2,3,7,At risk
SUB3345,246,2,12301.57,2,2,3,7,At risk
SUB4774,246,3,1170.13,2,4,1,7,At risk
SUB3163,246,1,7457.25,2,1,2,5,Hibernation
SUB1049,246,4,4168.61,2,4,2,8,At risk
SUB1796,245,2,2833.27,2,2,1,5,Hibernation
SUB2278,245,2,16550.73,2,2,4,8,At risk
SUB3637,245,2,12590.91,2,2,3,7,At risk
SUB2526,245,4,8523.87,2,4,3,9,Loyal
SUB4524,245,2,3680.43,2,2,2,6,At risk
SUB2557,245,2,10441.56,2,2,3,7,At risk
SUB3726,245,3,27367.66,2,3,4,9,Loyal
SUB2884,244,5,14715.27,2,4,3,9,Loyal
SUB2914,244,2,8738.54,2,2,3,7,At risk
SUB1524,244,1,285.89,2,1,1,4,Hibernation
SUB4821,244,4,8916.82,2,4,3,9,Loyal
SUB4321,244,3,5736.82,2,3,2,7,At risk
SUB4709,244,2,5658.09,2,2,2,6,At risk
SUB3950,244,2,1447.4,2,2,1,5,Hibernation
SUB2101,244,1,2123.37,2,1,1,4,Hibernation
SUB2173,244,1,2152.64,2,1,1,4,Hibernation
SUB4979,243,3,330668.38,2,3,4,9,Loyal
SUB1045,243,5,14645.1,2,4,3,9,Loyal
SUB2954,243,4,2439.4,2,4,1,7,At risk
SUB1327,243,5,29191.22,2,4,4,10,Loyal
SUB2758,243,3,7730.56,2,3,2,7,At risk
SUB3106,243,2,362.25,2,2,1,5,Hibernation
SUB4627,242,4,3366.73,2,4,1,7,At risk
SUB3102,242,2,1791.9,2,2,1,5,Hibernation
SUB3999,242,2,17500.37,2,3,4,9,Loyal
SUB4569,242,4,17343.36,2,4,4,10,Loyal
SUB2257,242,2,1446.82,2,2,1,5,Hibernation
SUB4586,242,2,1980.57,2,2,1,5,Hibernation
SUB1787,242,1,566.1,2,1,1,4,Hibernation
SUB1447,242,2,3612.12,2,2,2,6,At risk
SUB1658,242,4,16641.96,2,4,4,10,Loyal
SUB2859,242,1,13943.34,2,1,3,6,At risk
SUB1216,242,1,2470.32,2,1,1,4,Hibernation
SUB2041,242,1,261.03,2,1,1,4,Hibernation
SUB3310,242,5,24626.19,2,4,4,10,Loyal
SUB3148,242,1,4988.88,2,1,2,5,Hibernation
SUB1927,242,2,2085.37,2,2,1,5,Hibernation
SUB2926,242,2,1693.62,2,2,1,5,Hibernation
SUB3214,242,3,2542.04,2,3,1,6,At risk
SUB4875,242,3,3905.15,2,3,2,7,At risk
SUB1723,241,5,22071.34,2,4,4,10,Loyal
SUB3661,241,2,15098.25,2,2,3,7,At risk
SUB1569,241,1,514027.81,2,1,4,7,At risk
SUB4540,241,3,11108.75,2,3,3,8,At risk
SUB2653,241,1,4312.22,2,1,2,5,Hibernation
SUB3321,241,4,4418.81,2,4,2,8,At risk
SUB1323,241,2,881.53,2,2,1,5,Hibernation
SUB4029,241,1,670.37,2,1,1,4,Hibernation
SUB4153,241,1,2482.41,2,1,1,4,Hibernation
SUB4129,241,3,13623.14,2,3,3,8,At risk
SUB1228,241,2,21275.35,2,3,4,9,Loyal
SUB1242,241,6,22638.59,2,4,4,10,Loyal
SUB1759,241,3,5577.77,2,3,2,7,At risk
SUB3786,241,2,9211.11,2,2,3,7,At risk
SUB2000,241,4,19687.49,2,4,4,10,Loyal
SUB1142,241,2,5165.97,2,2,2,6,At risk
SUB1657,241,2,21318.57,2,3,4,9,Loyal
SUB1363,240,3,10414.36,2,3,3,8,At risk
SUB3237,240,1,490.5,2,1,1,4,Hibernation
SUB2747,240,4,12990.57,2,4,3,9,Loyal
SUB2925,240,3,16701.42,2,4,4,10,Loyal
SUB3299,240,2,1288.96,2,2,1,5,Hibernation
SUB2802,240,3,8895.57,2,3,3,8,At risk
SUB2213,240,3,11748.38,2,3,3,8,At risk
SUB2340,240,4,25605.98,2,4,4,10,Loyal
SUB4791,240,5,26836.62,2,4,4,10,Loyal
SUB4182,240,3,10186.16,2,3,3,8,At risk
SUB3098,239,2,4568.5,2,2,2,6,At risk
SUB3300,239,2,5527.54,2,2,2,6,At risk
SUB4546,239,1,900.04,2,1,1,4,Hibernation
SUB1474,239,3,7610.61,2,3,2,7,At risk
SUB3755,239,1,1570.54,2,1,1,4,Hibernation
SUB1629,239,2,13750.86,2,2,3,7,At risk
SUB2057,239,4,9133.79,2,4,3,9,Loyal
SUB1514,239,2,4459.86,2,2,2,6,At risk
SUB1776,239,2,7764.91,2,2,2,6,At risk
SUB3410,239,3,29415.39,2,3,4,9,Loyal
SUB4323,238,2,16756.38,2,2,4,8,At risk
SUB1150,238,3,23894.95,2,3,4,9,Loyal
SUB1851,238,3,20059.22,2,3,4,9,Loyal
SUB1593,238,2,80844.12,2,3,4,9,Loyal
SUB2797,238,3,20205.03,2,3,4,9,Loyal
SUB1950,238,3,10034.35,2,3,3,8,At risk
SUB1566,238,1,3022.34,2,1,1,4,Hibernation
SUB2890,238,5,113068.32,2,4,4,10,Loyal
SUB1165,238,1,252.32,2,1,1,4,Hibernation
SUB1928,237,2,7574.68,2,2,2,6,At risk
SUB4762,237,4,5288.2,2,4,2,8,At risk
SUB3639,237,2,8235.15,2,2,2,6,At risk
SUB2539,237,2,369.97,2,2,1,5,Hibernation
SUB1513,236,4,9329.31,2,4,3,9,Loyal
SUB3564,236,4,16923.36,2,4,4,10,Loyal
SUB1011,236,4,16285.93,2,4,4,10,Loyal
SUB3659,236,5,25397.06,2,4,4,10,Loyal
SUB3175,236,5,17122.79,2,4,4,10,Loyal
SUB4890,236,1,5576.4,2,1,2,5,Hibernation
SUB1771,236,2,13718.57,2,2,3,7,At risk
SUB1645,236,3,12171.14,2,3,3,8,At risk
SUB4916,236,4,7898.25,2,4,2,8,At risk
SUB4485,236,5,11175.85,2,4,3,9,Loyal
SUB1910,236,4,9310.72,2,4,3,9,Loyal
SUB3312,236,1,799.47,2,1,1,4,Hibernation
SUB2209,235,4,7084.72,2,4,2,8,At risk
SUB2151,235,2,6137.05,2,2,2,6,At risk
SUB2992,235,1,3242.59,2,1,1,4,Hibernation
SUB1891,235,4,10841.3,2,4,3,9,Loyal
SUB3712,235,3,11238.02,2,3,3,8,At risk
SUB2628,235,3,2207.43,2,3,1,6,At risk
SUB2618,235,3,4686.31,2,3,2,7,At risk
SUB4390,235,2,6697.72,2,2,2,6,At risk
SUB2611,235,2,3612.64,2,2,2,6,At risk
SUB4958,234,1,3010.68,2,1,1,4,Hibernation
SUB3525,234,3,12916.34,2,3,3,8,At risk
SUB3766,234,2,3970.45,2,2,2,6,At risk
SUB4579,234,5,18260.77,2,4,4,10,Loyal
SUB4000,234,5,18077.67,2,4,4,10,Loyal
SUB3588,234,5,6388.47,2,4,2,8,At risk
SUB1290,234,1,16152.2,2,1,3,6,At risk
SUB1337,234,3,1176.04,2,3,1,6,At risk
SUB1341,234,4,13083.64,2,4,3,9,Loyal
SUB4991,233,2,6527.88,2,2,2,6,At risk
SUB4138,233,3,5442.58,2,3,2,7,At risk
SUB4458,233,1,573.98,2,1,1,4,Hibernation
SUB4256,233,3,17550.58,2,3,4,9,Loyal
SUB1639,233,3,3254.56,2,3,1,6,At risk
SUB4262,233,2,8419.94,2,2,2,6,At risk
SUB3358,233,3,11232.05,2,3,3,8,At risk
SUB1551,233,2,9294.72,2,2,3,7,At risk
SUB3370,233,2,9393.54,2,2,3,7,At risk
SUB1650,233,4,1615250.42,2,4,4,10,Loyal
SUB1833,232,3,10393.18,2,3,3,8,At risk
SUB1164,232,2,13908.46,2,2,3,7,At risk
SUB4442,232,2,405.44,2,2,1,5,Hibernation
SUB1578,232,3,11038.77,2,3,3,8,At risk
SUB1029,232,1,1520.95,2,1,1,4,Hibernation
SUB3447,232,5,22539.4,2,4,4,10,Loyal
SUB3294,232,1,5804.82,2,1,2,5,Hibernation
SUB3700,232,5,14833.59,2,4,3,9,Loyal
SUB2224,231,4,4967.6,2,4,2,8,At risk
SUB3477,231,2,4712.48,2,2,2,6,At risk
SUB2806,231,1,652.06,2,1,1,4,Hibernation
SUB1640,231,3,2537.0,2,3,1,6,At risk
SUB3612,231,1,2845.37,2,1,1,4,Hibernation
SUB4259,231,3,33368.25,2,3,4,9,Loyal
SUB3332,231,3,3592.09,2,3,2,7,At risk
SUB3241,231,3,8436.05,2,3,2,7,At risk
SUB2640,231,3,5779.63,2,3,2,7,At risk
SUB4534,231,3,15117.11,2,3,3,8,At risk
SUB3719,231,1,3008.55,2,1,1,4,Hibernation
SUB2661,230,4,21376.53,2,4,4,10,Loyal
SUB3220,230,6,36902.9,2,4,4,10,Loyal
SUB2188,230,3,14476.85,2,3,3,8,At risk
SUB4692,230,3,12633.97,2,3,3,8,At risk
SUB2856,230,1,931.53,2,1,1,4,Hibernation
SUB2307,230,2,7493.36,2,2,2,6,At risk
SUB2142,230,2,3592.5,2,2,2,6,At risk
SUB4007,230,3,8088.74,2,3,2,7,At risk
SUB3928,230,1,620.16,2,1,1,4,Hibernation
SUB2721,229,3,40283.33,2,3,4,9,Loyal
SUB1138,229,1,18.7,2,1,1,4,Hibernation
SUB2943,229,3,3226.15,2,3,1,6,At risk
SUB2090,229,1,6669.81,2,1,2,5,Hibernation
SUB3897,229,1,2149.96,2,1,1,4,Hibernation
SUB1595,229,2,7064.08,2,2,2,6,At risk
SUB1345,229,3,3526.41,2,3,2,7,At risk
SUB2667,229,7,38481.99,2,4,4,10,Loyal
SUB2892,229,4,28258.37,3,4,4,11,Champion
SUB3466,229,1,250.84,3,1,1,5,Hibernation
SUB4253,229,6,16803.2,3,4,4,11,Champion
SUB1523,228,4,29059074.83,3,4,4,11,Champion
SUB4474,228,2,6241.74,3,2,2,7,At risk
SUB1427,228,2,2978.24,3,2,1,6,At risk
SUB1554,228,2,15722.49,3,2,3,8,At risk
SUB1248,228,5,9313.75,3,4,3,10,Loyal
SUB4416,228,1,1385.86,3,1,1,5,Hibernation
SUB1294,228,3,20754.21,3,3,4,10,Loyal
SUB2805,228,2,5330.75,3,2,2,7,At risk
SUB2416,228,5,22655.84,3,4,4,11,Champion
SUB2828,228,2,4193.21,3,2,2,7,At risk
SUB3347,227,3,176091.39,3,3,4,10,Loyal
SUB4866,227,3,8483.46,3,4,3,10,Loyal
SUB4151,227,3,2294.31,3,3,1,7,At risk
SUB3034,227,5,38263.54,3,4,4,11,Champion
SUB1113,227,1,4246.87,3,1,2,6,At risk
SUB1597,227,3,5145.57,3,3,2,8,At risk
SUB3107,227,3,1257.0,3,3,1,7,At risk
SUB1334,227,2,30540.17,3,3,4,10,Loyal
SUB3848,226,4,98280.34,3,4,4,11,Champion
SUB2298,226,2,12385.01,3,2,3,8,At risk
SUB4535,226,1,2519.2,3,1,1,5,Hibernation
SUB1857,226,3,8616.7,3,4,3,10,Loyal
SUB1963,226,2,11284.32,3,2,3,8,At risk
SUB3596,226,2,4921.55,3,2,2,7,At risk
SUB3731,226,3,1140.87,3,4,1,8,At risk
SUB2322,225,3,6118.53,3,3,2,8,At risk
SUB3813,225,3,13073.52,3,3,3,9,Loyal
SUB4919,225,1,3930.72,3,1,2,6,At risk
SUB1806,225,2,7445.73,3,2,2,7,At risk
SUB1517,225,3,10142.12,3,3,3,9,Loyal
SUB1959,225,5,20551.48,3,4,4,11,Champion
SUB1087,225,1,6147.75,3,1,2,6,At risk
SUB3351,225,5,33132.98,3,4,4,11,Champion
SUB2509,225,3,774.81,3,3,1,7,At risk
SUB1564,225,2,4159.73,3,2,2,7,At risk
SUB3559,225,4,102234.22,3,4,4,11,Champion
SUB4272,225,2,2358138.48,3,3,4,10,Loyal
SUB3975,224,4,29957.31,3,4,4,11,Champion
SUB4567,224,4,20825.6,3,4,4,11,Champion
SUB2938,224,1,248.77,3,1,1,5,Hibernation
SUB1594,224,1,5139.62,3,1,2,6,At risk
SUB2346,224,4,18755.37,3,4,4,11,Champion
SUB3528,224,3,2524.67,3,3,1,7,At risk
SUB1349,224,6,25017.83,3,4,4,11,Champion
SUB4235,224,1,3011.04,3,1,1,5,Hibernation
SUB4165,223,3,23648.99,3,4,4,11,Champion
SUB4307,223,4,15720.3,3,4,3,10,Loyal
SUB2810,223,2,5117.87,3,2,2,7,At risk
SUB3176,223,1,3613.18,3,1,2,6,At risk
SUB4157,223,1,976.32,3,1,1,5,Hibernation
SUB2979,223,3,10580.69,3,3,3,9,Loyal
SUB2392,223,2,10480.01,3,2,3,8,At risk
SUB2779,223,3,22382.14,3,3,4,10,Loyal
SUB4879,223,1,4714.52,3,1,2,6,At risk
SUB4581,223,3,14940.11,3,3,3,9,Loyal
SUB3363,223,2,1825.88,3,2,1,6,At risk
SUB2181,223,2,11447.16,3,2,3,8,At risk
SUB3303,222,2,13507.59,3,2,3,8,At risk
SUB2786,222,2,9527.41,3,2,3,8,At risk
SUB1802,222,2,4424.31,3,2,2,7,At risk
SUB1936,222,2,14785.89,3,2,3,8,At risk
SUB1805,222,5,34199.29,3,4,4,11,Champion
SUB3723,222,2,7714.67,3,2,2,7,At risk
SUB2818,222,4,8818.03,3,4,3,10,Loyal
SUB4861,222,1,5615.18,3,1,2,6,At risk
SUB2167,222,3,6866.82,3,3,2,8,At risk
SUB3184,222,1,744.54,3,1,1,5,Hibernation
SUB3443,221,3,18566.84,3,3,4,10,Loyal
SUB4052,221,2,7334.88,3,2,2,7,At risk
SUB1888,221,1,57.08,3,1,1,5,Hibernation
SUB3216,221,1,10039.68,3,1,3,7,At risk
SUB2191,221,6,11970.49,3,4,3,10,Loyal
SUB3696,221,2,11838.05,3,2,3,8,At risk
SUB4426,221,1,571.28,3,1,1,5,Hibernation
SUB3146,221,1,8364.1,3,1,2,6,At risk
SUB4209,221,4,9800.27,3,4,3,10,Loyal
SUB1148,220,3,955321.95,3,3,4,10,Loyal
SUB2274,220,3,17471.78,3,3,4,10,Loyal
SUB3971,220,1,331.0,3,1,1,5,Hibernation
SUB2970,220,4,13129.39,3,4,3,10,Loyal
SUB1190,220,2,1232.03,3,2,1,6,At risk
SUB2528,220,3,400894.76,3,3,4,10,Loyal
SUB2688,220,3,72053.69,3,3,4,10,Loyal
SUB3354,220,2,15093.53,3,2,3,8,At risk
SUB3427,220,1,3521.69,3,1,2,6,At risk
SUB1680,220,2,9977.75,3,2,3,8,At risk
SUB1676,220,2,9793.36,3,2,3,8,At risk
SUB3561,219,2,1933.74,3,2,1,6,At risk
SUB4981,219,2,13963.97,3,2,3,8,At risk
SUB4830,219,4,22366.09,3,4,4,11,Champion
SUB2627,219,4,22633.54,3,4,4,11,Champion
SUB1682,219,2,11400.17,3,2,3,8,At risk
SUB1196,219,3,19702.91,3,3,4,10,Loyal
SUB1361,219,3,208401.33,3,3,4,10,Loyal
SUB3157,219,3,20657.48,3,3,4,10,Loyal
SUB1358,219,2,6008.68,3,2,2,7,At risk
SUB1834,219,4,8700.89,3,4,3,10,Loyal
SUB4075,219,4,762817.89,3,4,4,11,Champion
SUB4809,219,2,1382.11,3,2,1,6,At risk
SUB3440,219,2,2488.11,3,2,1,6,At risk
SUB4852,219,2,2309.36,3,2,1,6,At risk
SUB3235,218,2,4412.8,3,2,2,7,At risk
SUB1561,218,3,15407.84,3,3,3,9,Loyal
SUB1898,218,1,12737.76,3,1,3,7,At risk
SUB4301,218,4,16941.88,3,4,4,11,Champion
SUB1470,218,4,19395.27,3,4,4,11,Champion
SUB2147,218,2,5872.5,3,2,2,7,At risk
SUB2670,218,4,19665.54,3,4,4,11,Champion
SUB3635,218,3,13019.12,3,3,3,9,Loyal
SUB1976,218,1,17240.6,3,1,4,8,At risk
SUB2344,218,2,8828.04,3,2,3,8,At risk
SUB2759,218,2,9793.53,3,2,3,8,At risk
SUB3925,218,2,9929.77,3,2,3,8,At risk
SUB2577,218,3,238800.31,3,3,4,10,Loyal
SUB4260,218,4,1793.47,3,4,1,8,At risk
SUB4971,218,1,2968.16,3,1,1,5,Hibernation
SUB3135,217,3,14914.39,3,3,3,9,Loyal
SUB4288,217,1,11616.22,3,1,3,7,At risk
SUB2089,217,4,26002.89,3,4,4,11,Champion
SUB3554,217,2,3894.38,3,2,2,7,At risk
SUB3455,217,1,2179.39,3,1,1,5,Hibernation
SUB2471,217,3,160363.06,3,3,4,10,Loyal
SUB4520,217,1,2133.52,3,1,1,5,Hibernation
SUB2133,217,4,22056.64,3,4,4,11,Champion
SUB1094,217,6,32650.84,3,4,4,11,Champion
SUB4939,217,1,504.53,3,1,1,5,Hibernation
SUB4488,217,1,634.13,3,1,1,5,Hibernation
SUB3892,217,6,53244.06,3,4,4,11,Champion
SUB4351,217,3,20322.26,3,3,4,10,Loyal
SUB2405,216,2,1043196.75,3,3,4,10,Loyal
SUB4026,216,2,1129577.75,3,3,4,10,Loyal
SUB4713,216,4,15509.1,3,4,3,10,Loyal
SUB2595,216,4,20708.14,3,4,4,11,Champion
SUB4907,216,2,8196.48,3,2,2,7,At risk
SUB1981,216,3,33774.31,3,3,4,10,Loyal
SUB2287,216,3,15598.84,3,3,3,9,Loyal
SUB2472,216,3,27834.96,3,3,4,10,Loyal
SUB4042,216,2,3805.64,3,2,2,7,At risk
SUB4927,216,2,230.89,3,1,1,5,Hibernation
SUB2513,216,3,23394.21,3,4,4,11,Champion
SUB4293,216,3,6030.47,3,3,2,8,At risk
SUB2610,216,2,4280.62,3,2,2,7,At risk
SUB2835,215,2,5409.77,3,2,2,7,At risk
SUB4748,215,7,21183.48,3,4,4,11,Champion
SUB3484,215,1,6650.76,3,1,2,6,At risk
SUB4952,215,1,1709.64,3,1,1,5,Hibernation
SUB1225,215,2,7830.51,3,2,2,7,At risk
SUB2550,215,2,7896.51,3,2,2,7,At risk
SUB1586,215,2,8192.32,3,2,2,7,At risk
SUB2576,215,4,7903.3,3,4,2,9,Loyal
SUB1980,215,2,9511.0,3,2,3,8,At risk
SUB2478,215,2,11648.48,3,2,3,8,At risk
SUB3496,215,4,2353.52,3,4,1,8,At risk
SUB3972,215,4,14627.89,3,4,3,10,Loyal
SUB2851,215,3,11805.16,3,3,3,9,Loyal
SUB2148,214,5,15357.61,3,4,3,10,Loyal
SUB1944,214,2,5578.25,3,2,2,7,At risk
SUB3329,214,3,24160.57,3,3,4,10,Loyal
SUB1542,214,1,452.25,3,1,1,5,Hibernation
SUB2468,214,1,2341.08,3,1,1,5,Hibernation
SUB4049,214,2,7427.87,3,2,2,7,At risk
SUB1302,213,2,5305.23,3,2,2,7,At risk
SUB2350,213,3,1645.07,3,4,1,8,At risk
SUB2554,213,3,53923.7,3,3,4,10,Loyal
SUB3371,213,3,197830.95,3,3,4,10,Loyal
SUB1331,213,1,2955.19,3,1,1,5,Hibernation
SUB2429,213,4,219757.99,3,4,4,11,Champion
SUB1764,213,1,383.52,3,1,1,5,Hibernation
SUB1773,213,2,9459.67,3,2,3,8,At risk
SUB4318,213,1,454.35,3,1,1,5,Hibernation
SUB3137,212,5,23984.17,3,4,4,11,Champion
SUB2680,212,3,11370.51,3,3,3,9,Loyal
SUB1579,212,3,4026.29,3,3,2,8,At risk
SUB3097,212,2,8093.6,3,2,2,7,At risk
SUB4002,212,3,4940.88,3,3,2,8,At risk
SUB1468,212,4,12592.55,3,4,3,10,Loyal
SUB4815,212,2,1790.47,3,2,1,6,At risk
SUB1091,212,2,17591.91,3,3,4,10,Loyal
SUB4383,212,2,6781.66,3,2,2,7,At risk
SUB1656,212,4,7475.21,3,4,2,9,Loyal
SUB4401,212,6,36290.88,3,4,4,11,Champion
SUB4266,211,1,370.69,3,1,1,5,Hibernation
SUB2349,211,2,1886.35,3,2,1,6,At risk
SUB3616,211,3,19238.75,3,3,4,10,Loyal
SUB1605,211,6,22636.15,3,4,4,11,Champion
SUB4102,211,2,12041.49,3,2,3,8,At risk
SUB1239,211,3,17430.54,3,3,4,10,Loyal
SUB2756,211,9,24384.65,3,4,4,11,Champion
SUB2342,211,1,5209.5,3,1,2,6,At risk
SUB1951,211,2,4906.08,3,2,2,7,At risk
SUB2003,211,3,9007.35,3,4,3,10,Loyal
SUB3123,211,3,11512.57,3,3,3,9,Loyal
SUB3338,211,1,250.32,3,1,1,5,Hibernation
SUB1359,210,5,26759.21,3,4,4,11,Champion
SUB2792,210,3,6433.78,3,3,2,8,At risk
SUB1788,210,3,2137.49,3,3,1,7,At risk
SUB1721,210,2,7602.24,3,2,2,7,At risk
SUB3512,210,4,18636.7,3,4,4,11,Champion
SUB1426,210,3,22768.36,3,3,4,10,Loyal
